9	50100
10	48521
8	37496
11	34824
7	27907
12	25709
6	21411
13	20490
5	17341
4	17028
14	15936
3	14589
15	12326
16	9926
17	8350
18	7262
19	6187
2	6037
20	5273
21	4276
22	3574
-1	3088
23	2921
24	2334
25	1872
26	1609
27	1207
28	1040
29	797
30	611
1	572
31	458
32	362
33	301
34	218
35	146
36	133
37	81
38	63
39	49
40	34
41	24
42	15
0	14
43	13
45	6
44	6
47	4
48	2
46	1
50	1
49	1
