1	4.0980983450109635e-07
2	3.183337865334862e-07
3	2.8461790043148273e-07
4	2.2091989686111684e-07
5	9.520323705851054e-08
6	3.5627831422414294e-08
7	1.0078263724139581e-08
8	2.934671266851558e-09
9	9.51916517835238e-10
10	4.2898493242075124e-10
11	9.24574134007367e-11
12	2.8967558776950535e-11
13	6.701580614101401e-12
